sampleID,sex,sample_type,weight,hemoglobin,cornea_morphology,grip_strength,heart_rate_bpm
81Z-88804,female,control,21.6,14.2,normal,154.901,696.0
81Z-88913,male,control,27.3,12.6,normal,216.36366,759.0
81Z-88915,female,control,21.2,13.9,normal,191.47234,747.0
81Z-88916,female,control,22.5,12.9,normal,192.621,716.0
81Z-88923,female,control,24.6,12.6,left eye abnormal,175.00566,757.0
81Z-88959,male,control,28.2,13.4,normal,168.687,763.0
81Z-88960,male,control,27.8,14.4,normal,199.514,781.0
81Z-88961,male,control,29.7,14.5,normal,184.771,786.0
81Z-88962,female,control,23.8,13.9,normal,197.025,692.0
81Z-88963,male,control,30.0,13.4,both eyes abnormal,217.321,722.0
81Z-88964,male,control,26.8,14.2,normal,165.815,768.0
81Z-88965,male,control,26.8,14.2,normal,236.08533,737.0
81Z-88966,female,control,23.0,13.7,normal,188.02567,648.0
81Z-88967,female,control,23.8,13.8,normal,203.72667,710.0
81Z-88968,female,control,22.6,13.7,left eye abnormal,177.30333,755.0
81Z-88998,female,control,24.3,13.9,normal,209.08766,772.0
81Z-88999,female,control,22.6,14.1,normal,220.38467,721.0
81Z-89006,male,control,30.4,13.6,normal,270.742,596.0
81Z-89007,male,control,29.3,13.2,normal,320.525,749.0
81Z-89008,male,control,28.6,13.2,normal,200.85434,669.0
81Z-89009,male,control,29.4,13.1,normal,210.61934,804.0
81Z-89010,female,control,21.4,14.8,normal,208.51334,785.0
81Z-89011,female,control,23.0,14.0,normal,221.15033,798.0
81Z-89012,female,control,24.4,14.4,normal,242.59534,722.0
81Z-89140,male,control,28.3,13.2,normal,231.29834,738.0
81Z-89141,male,control,26.4,11.9,normal,210.61934,703.0
81Z-89294,female,control,22.4,13.4,normal,218.47,804.0
81Z-89295,female,control,24.1,13.5,normal,175.77133,797.0
81Z-89298,male,control,28.5,12.6,normal,242.404,790.0
81Z-89299,male,control,27.5,12.3,normal,208.513,782.0
81Z-89427,male,control,28.7,13.6,normal,291.804,767.0
81Z-89437,male,control,27.2,13.5,left eye abnormal,306.54733,770.0
81Z-89438,male,control,26.1,13.8,normal,199.897,809.0
81Z-89439,male,control,28.4,13.4,normal,212.15134,803.0
81Z-89440,male,control,26.4,13.3,normal,186.30234,773.0
81Z-89445,female,control,22.7,13.7,normal,187.06866,774.0
81Z-89446,female,control,24.2,14.4,normal,226.89467,765.0
81Z-89447,female,control,23.4,13.9,normal,225.17134,777.0
81Z-89452,male,control,25.8,13.8,right eye abnormal,207.93866,764.0
81Z-89454,male,control,29.5,13.3,normal,211.19366,788.0
81Z-89458,female,control,22.8,13.5,normal,197.21634,756.0
81Z-89459,female,control,21.5,13.4,normal,220.193,791.0
81Z-89460,female,control,22.8,13.0,normal,201.81166,779.0
81Z-89461,female,control,21.0,13.7,normal,206.59833,738.0
81Z-89752,male,control,28.7,13.6,normal,229.001,800.0
81Z-89753,male,control,29.1,13.8,normal,243.16966,781.0
81Z-89760,female,control,20.6,13.6,normal,183.43033,787.0
81Z-89761,female,control,23.5,13.6,left eye abnormal,191.281,741.0
81Z-89762,female,control,24.4,13.4,normal,250.06267,788.0
81Z-89838,male,control,25.4,12.9,both eyes abnormal,234.745,772.0
81Z-89839,male,control,26.1,13.1,left eye abnormal,213.49167,761.0
81Z-89840,female,control,25.5,13.3,normal,201.429,734.0
81Z-89972,male,control,29.3,14.0,normal,211.76833,701.0
81Z-89973,female,control,23.8,13.5,normal,190.32333,759.0
81Z-89974,female,control,25.6,14.3,normal,213.68333,801.0
81Z-90031,male,control,28.4,13.6,normal,250.829,770.0
81Z-90043,female,control,23.6,12.1,normal,200.47133,733.0
81Z-90049,female,control,23.7,13.7,normal,222.29933,781.0
81Z-90050,female,control,21.6,13.8,normal,206.21567,802.0
81Z-90057,female,control,23.4,14.1,normal,185.15367,786.0
81Z-90058,female,control,22.3,13.9,normal,191.281,793.0
81Z-90059,female,control,20.2,13.9,normal,197.791,734.0
81Z-90063,female,control,23.1,14.4,right eye abnormal,213.10867,782.0
81Z-90064,female,control,26.3,13.6,normal,223.83133,779.0
81Z-90118,male,control,30.4,11.8,normal,292.187,814.0
81Z-90124,female,control,24.0,13.0,normal,196.83366,735.0
81Z-90125,female,control,23.2,13.4,left eye abnormal,194.91867,792.0
81Z-90277,female,control,24.3,13.5,normal,183.81334,744.0
81Z-90482,male,control,29.5,13.6,normal,231.107,740.0
81Z-90483,male,control,27.95,13.2,normal,261.551,787.0
81Z-90484,male,control,29.5,14.2,normal,227.27766,775.0
81Z-90492,male,control,28.9,15.2,normal,194.72734,810.0
81Z-90493,male,control,29.9,13.6,normal,215.40633,776.0
81Z-90495,female,control,25.6,15.2,normal,213.49167,769.0
81Z-90496,female,control,27.8,13.2,normal,221.725,804.0
81Z-90506,female,control,21.86,14.2,normal,210.428,754.0
81Z-90507,female,control,22.5,13.9,normal,211.768,755.0
81Z-90631,female,control,21.6,13.2,normal,177.11166,820.0
81Z-90632,female,control,21.9,13.7,normal,180.55833,777.0
81Z-90633,female,control,21.32,13.3,normal,152.02867,805.0
81Z-90634,female,control,22.7,14.6,normal,196.259,804.0
81Z-90692,male,control,26.2,13.9,both eyes abnormal,200.66267,688.0
81Z-90693,male,control,29.4,13.2,normal,219.42734,761.0
81Z-90694,male,control,24.2,13.3,right eye abnormal,245.85066,763.0
81Z-90695,male,control,27.4,12.9,normal,200.85434,752.0
81Z-90696,female,control,23.8,13.6,normal,205.64133,776.0
81Z-90697,female,control,21.9,13.3,both eyes abnormal,238.00034,800.0
81Z-90698,female,control,21.6,13.6,normal,246.808,794.0
81Z-90699,female,control,23.2,13.6,right eye abnormal,224.214,799.0
81Z-90700,male,control,22.7,11.9,left eye abnormal,171.942,734.0
81Z-90701,male,control,25.8,13.1,normal,197.408,767.0
81Z-90702,male,control,24.0,12.7,normal,198.94,773.0
81Z-90703,male,control,23.1,13.6,normal,150.30566,766.0
81Z-90708,female,control,23.2,13.7,left eye abnormal,245.27634,788.0
81Z-90709,female,control,22.8,13.5,left eye abnormal,230.34134,765.0
81Z-90715,female,control,23.9,14.0,normal,234.93634,799.0
81Z-90716,female,control,23.2,13.8,normal,251.40334,773.0
81Z-90764,male,control,27.4,13.7,normal,230.15,773.0
81Z-90765,male,control,28.3,12.9,normal,203.34334,772.0
81Z-90766,female,control,21.3,13.9,normal,218.27834,808.0
81Z-90767,female,control,24.4,15.0,normal,196.64233,783.0
81Z-90810,female,control,19.3,14.7,both eyes abnormal,128.47766,765.0
81Z-90823,male,control,28.7,12.8,normal,258.679,745.0
81Z-90824,male,control,26.3,13.2,normal,189.94034,721.0
81Z-90826,male,control,25.4,13.6,normal,212.91733,758.0
81Z-90827,female,control,23.7,13.5,normal,235.31967,800.0
81Z-90828,female,control,23.1,12.5,normal,228.04367,751.0
81Z-90829,female,control,24.1,12.8,normal,189.94034,764.0
81Z-90830,female,control,18.9,13.6,normal,166.581,776.0
81Z-90835,male,control,27.3,13.1,normal,249.10533,769.0
81Z-90836,male,control,29.6,13.9,normal,224.40567,771.0
81Z-90837,male,control,25.5,13.6,normal,190.32333,756.0
81Z-90838,female,control,24.2,13.2,normal,190.898,753.0
81Z-90839,female,control,23.1,13.4,normal,221.15067,711.0
81Z-90905,male,control,29.3,12.5,left eye abnormal,303.86667,768.0
81Z-90906,male,control,26.6,13.1,both eyes abnormal,229.57533,751.0
81Z-90907,male,control,26.6,13.1,normal,235.511,694.0
81Z-90908,male,control,28.3,13.2,normal,265.47067,759.0
81Z-90909,female,control,21.1,13.3,normal,196.74333,776.0
81Z-90910,female,control,24.9,13.5,normal,253.36633,728.0
81Z-90911,female,control,25.6,13.4,normal,252.073,744.0
81Z-90926,female,control,23.5,13.7,normal,229.07866,763.0
81Z-A1167,male,control,25.7,13.4,normal,251.212,737.0
81Z-A1311,female,control,24.5,13.9,normal,178.069,784.0
81Z-A1328,male,control,30.7,13.1,normal,180.17534,660.0
81Z-A1329,male,control,28.6,13.7,normal,168.687,785.0
81Z-A1331,female,control,20.6,13.2,normal,140.15733,775.0
81Z-A1332,female,control,23.5,14.2,normal,137.86,776.0
81Z-A1357,female,control,22.4,15.0,normal,193.96133,777.0
81Z-A1358,female,control,21.8,14.5,normal,215.78934,791.0
81Z-A1359,female,control,22.8,14.5,normal,192.81267,765.0
81Z-A1415,male,control,27.5,13.8,normal,186.494,694.0
81Z-A1416,male,control,29.0,14.2,normal,199.70567,694.0
81Z-A1417,male,control,27.5,13.5,normal,144.753,707.0
81Z-A1418,female,control,22.5,14.2,normal,152.60333,773.0
81Z-A1419,female,control,23.4,13.6,normal,168.304,774.0
81Z-A1420,female,control,24.5,13.7,normal,177.49466,802.0
81Z-A1421,female,control,22.2,13.6,left eye abnormal,140.349,801.0
81Z-A1443,female,control,24.9,14.0,normal,160.07033,706.0
81Z-A1444,female,control,25.1,14.1,normal,166.96367,766.0
81Z-A1445,male,control,24.8,13.6,right eye abnormal,162.75133,665.0
81Z-A1446,male,control,26.2,14.3,normal,157.77266,786.0
81Z-A1447,male,control,27.2,13.2,normal,133.64734,711.0
81Z-A1473,female,control,23.4,13.9,normal,216.74667,743.0
81Z-A1478,female,control,21.9,14.5,normal,246.808,748.0
81Z-A1479,female,control,23.0,14.4,normal,202.19467,836.0
81Z-A1493,male,control,25.8,13.9,normal,223.448,728.0
81Z-A1494,female,control,22.0,13.2,normal,210.42833,739.0
81Z-A1495,male,control,30.9,13.0,normal,226.129,835.0
81Z-A1497,female,control,21.4,13.3,normal,225.746,731.0
81Z-A1498,female,control,20.4,14.7,normal,239.149,794.0
81Z-A1499,female,control,21.4,13.3,left eye abnormal,245.276,753.0
81Z-A1500,female,control,22.4,13.6,normal,202.96066,749.0
81Z-A1501,female,control,22.3,14.3,normal,264.80634,693.0
81Z-A1556,female,control,23.6,13.2,normal,136.51967,758.0
81Z-CB229,male,control,27.4,13.6,normal,161.21967,735.0
81Z-CB268,male,control,27.9,13.8,normal,280.31567,795.0
81Z-CB321,male,control,32.6,13.2,normal,205.83267,746.0
81Z-CB338,male,control,30.3,12.5,normal,194.91867,752.0
81Z-CB339,male,control,29.6,13.2,normal,197.02467,727.0
81Z-CB340,female,control,22.2,14.4,normal,198.365,771.0
81Z-CB341,female,control,22.3,13.8,normal,182.09,766.0
81Z-CB342,female,control,21.9,14.6,normal,198.93967,765.0
81Z-CB524,male,control,28.4,13.8,normal,181.89867,794.0
81Z-CB532,male,control,28.6,13.4,normal,256.573,743.0
81Z-CB533,male,control,30.1,12.6,normal,218.66133,780.0
81Z-CB534,male,control,30.4,13.0,normal,247.38234,791.0
81Z-CB535,male,control,25.6,13.0,normal,175.00566,731.0
81Z-CB688,male,control,25.2,12.9,left eye abnormal,172.89967,756.0
81Z-CB690,male,control,26.3,13.0,normal,223.25667,756.0
81Z-CB691,male,control,29.1,12.8,normal,193.57834,743.0
81Z-CB692,male,control,25.6,13.3,left eye abnormal,244.51,730.0
81Z-CB693,male,control,28.7,13.4,normal,217.12967,780.0
81Z-CB777,male,control,26.9,13.6,normal,238.0,780.0
81Z-CB778,male,control,29.4,13.8,normal,215.40633,742.0
81Z-CB779,male,control,26.9,13.6,normal,226.89467,773.0
81Z-CB780,female,control,24.6,13.9,right eye abnormal,208.51334,774.0
81Z-CB912,female,control,22.9,14.1,normal,201.429,800.0
81Z-CB913,male,control,26.7,13.2,normal,195.30167,710.0
81Z-CB914,female,control,23.7,13.7,left eye abnormal,173.857,727.0
81Z-CB915,female,control,22.8,14.4,left eye abnormal,226.89467,757.0
82Z-00001,male,control,30.3,14.9,normal,271.33066,749.0
82Z-00002,female,control,23.4,14.5,left eye abnormal,204.935,825.0
82Z-00003,female,control,23.6,14.2,normal,239.28267,740.0
82Z-00004,female,control,23.3,15.0,normal,220.31233,768.0
82Z-00005,female,control,24.3,14.7,normal,192.14467,728.0
82Z-00013,male,control,27.6,13.6,left eye abnormal,238.70767,763.0
82Z-00014,male,control,27.7,12.7,normal,186.68333,767.0
82Z-00015,male,control,28.0,14.4,normal,227.211,776.0
82Z-00030,female,control,22.4,13.3,normal,209.10266,764.0
82Z-00039,male,control,29.2,13.2,normal,251.06734,730.0
82Z-00040,male,control,28.4,12.8,normal,279.37866,751.0
82Z-00041,male,control,28.3,14.7,normal,283.83368,750.0
82Z-00042,male,control,30.8,13.5,normal,288.864,723.0
82Z-00043,male,control,27.7,14.0,normal,265.43832,684.0
82Z-00044,male,control,29.0,15.3,normal,239.71367,767.0
82Z-00050,male,control,29.7,15.4,normal,313.29468,783.0
82Z-00051,female,control,22.2,14.0,normal,255.80966,767.0
82Z-00052,female,control,24.2,14.5,normal,216.576,711.0
82Z-00053,female,control,18.9,14.0,normal,137.53334,754.0
82Z-00054,female,control,19.5,14.6,right eye abnormal,184.52766,778.0
82Z-00113,male,control,22.2,14.4,normal,188.12067,790.0
82Z-00114,female,control,20.9,13.7,normal,177.19833,801.0
82Z-00144,male,control,27.8,14.0,normal,248.19267,725.0
82Z-00145,female,control,23.5,14.1,normal,246.03734,748.0
82Z-00146,female,control,23.4,14.3,normal,196.02467,763.0
82Z-00147,female,control,22.9,14.0,normal,246.46834,771.0
82Z-00154,male,control,29.5,14.0,normal,241.151,751.0
82Z-00155,male,control,25.8,14.7,normal,221.462,787.0
82Z-00158,male,control,22.6,14.3,normal,205.07866,765.0
82Z-00159,female,control,18.9,13.8,normal,145.43767,749.0
82Z-00160,female,control,20.9,14.1,normal,153.91667,794.0
82Z-00161,female,control,21.8,13.9,normal,137.677,796.0
82Z-00162,female,control,18.9,14.1,normal,126.03633,691.0
82Z-00171,male,control,31.5,12.7,normal,114.97,744.0
82Z-00172,male,control,29.5,13.0,normal,139.11433,751.0
82Z-00173,male,control,27.1,13.8,normal,147.44966,747.0
82Z-00174,male,control,30.9,13.3,normal,150.18,796.0
82Z-00179,male,control,28.9,13.4,normal,235.40266,794.0
82Z-00180,male,control,29.4,12.2,normal,287.85767,762.0
82Z-00212,male,control,27.8,14.6,normal,185.39,764.0
82Z-00233,male,control,27.4,13.7,normal,192.43167,713.0
82Z-00234,male,control,26.4,13.9,normal,187.11467,787.0
82Z-00259,male,control,31.1,15.1,normal,187.54567,784.0
82Z-00260,male,control,29.0,13.7,normal,151.47366,765.0
82Z-00261,male,control,25.7,14.2,normal,136.38367,772.0
82Z-00262,male,control,29.5,15.4,normal,210.53967,768.0
82Z-00263,female,control,22.5,13.0,normal,201.34233,784.0
82Z-00273,female,control,23.0,13.3,normal,200.19267,806.0
82Z-00332,male,control,25.5,13.0,normal,222.32434,764.0
82Z-00333,male,control,27.0,14.5,normal,187.402,789.0
82Z-00371,female,control,22.5,13.1,normal,202.92334,770.0
82Z-00495,male,control,25.1,14.4,normal,177.62933,784.0
82Z-00568,male,control,29.9,13.3,normal,235.977,779.0
82Z-00569,male,control,23.7,14.2,normal,221.60567,806.0
82Z-00570,male,control,25.5,14.0,normal,238.99533,799.0
82Z-00576,female,control,23.4,14.2,normal,202.77933,798.0
82Z-00578,female,control,24.6,13.9,normal,243.594,758.0
82Z-00657,male,control,26.7,14.5,normal,205.07866,775.0
82Z-00658,male,control,25.3,12.2,normal,196.16867,826.0
82Z-00659,male,control,27.9,14.4,normal,183.95267,770.0
82Z-00661,female,control,21.6,14.0,normal,246.612,787.0
82Z-00662,female,control,23.1,13.5,normal,218.15666,785.0
82Z-00663,female,control,22.3,13.7,normal,193.29433,791.0
82Z-00664,female,control,21.0,14.6,normal,206.08467,767.0
82Z-00665,female,control,22.6,13.3,normal,175.18634,799.0
82Z-00667,male,control,29.3,13.2,left eye abnormal,261.702,786.0
82Z-00668,male,control,30.6,13.8,normal,241.72566,776.0
82Z-00669,male,control,28.9,14.1,normal,173.60567,719.0
82Z-00670,female,control,24.3,14.3,normal,189.70134,775.0
82Z-00674,female,control,24.6,13.4,normal,170.30034,761.0
82Z-00724,male,control,30.8,13.8,normal,242.732,806.0
82Z-00726,male,control,29.9,13.4,normal,244.31233,739.0
82Z-00727,female,control,22.3,10.5,normal,228.073,725.0
82Z-00729,female,control,23.7,13.5,normal,228.36034,766.0
82Z-00730,female,control,24.6,14.3,normal,208.959,761.0
82Z-00841,female,control,20.8,11.8,normal,218.013,620.0
82Z-00842,female,control,22.09,13.2,right eye abnormal,200.19267,669.0
82Z-00854,male,control,30.1,13.3,normal,241.15067,759.0
82Z-00855,female,control,23.8,13.9,normal,196.16833,763.0
82Z-00856,female,control,27.3,13.3,normal,244.45633,741.0
82Z-00947,female,control,23.1,13.8,normal,254.516,716.0
82Z-00948,female,control,21.5,12.6,normal,188.839,767.0
82Z-00949,female,control,23.7,13.9,normal,215.857,759.0
82Z-00997,male,control,29.2,13.6,normal,210.54,720.0
82Z-00998,male,control,31.2,14.4,normal,249.63,775.0
82Z-01095,female,control,25.2,11.2,both eyes abnormal,212.83934,613.0
82Z-01096,female,control,22.8,12.3,normal,206.65933,603.0
82Z-01162,male,control,29.3,13.0,normal,240.57634,762.0
82Z-01163,male,control,29.5,11.7,normal,223.33034,741.0
82Z-01164,male,control,30.9,12.5,normal,192.57567,747.0
82Z-01165,female,control,24.6,12.6,normal,233.534,758.0
82Z-01182,female,control,25.0,12.8,normal,229.079,779.0
82Z-01183,female,control,24.1,12.9,normal,200.62334,717.0
82Z-01219,male,control,28.3,14.2,normal,272.624,751.0
82Z-01227,female,control,23.4,13.9,normal,261.558,779.0
82Z-01228,female,control,22.4,13.4,normal,234.54,776.0
82Z-01296,male,control,26.4,13.0,normal,243.88167,781.0
82Z-01297,male,control,27.9,13.2,normal,244.16867,796.0
82Z-01298,male,control,26.5,12.7,normal,227.642,732.0
82Z-01299,male,control,25.7,13.7,normal,243.45,757.0
82Z-01303,female,control,22.5,14.4,normal,207.66566,782.0
82Z-01306,female,control,20.5,13.3,normal,185.53366,767.0
82Z-01307,female,control,19.2,11.9,normal,178.34767,667.0
82Z-01309,male,control,27.1,14.1,normal,241.29466,742.0
82Z-01324,male,control,23.9,13.2,normal,170.3,737.0
82Z-01325,female,control,17.2,13.4,normal,165.98866,794.0
82Z-01336,female,control,22.2,14.1,normal,198.46767,796.0
82Z-01337,female,control,21.4,13.4,normal,216.28833,767.0
82Z-01338,female,control,21.1,13.3,right eye abnormal,183.23433,751.0
82Z-01339,female,control,19.7,13.8,normal,137.96466,800.0
82Z-01350,male,control,27.2,13.4,normal,246.612,768.0
82Z-01351,male,control,27.0,13.0,normal,226.77966,747.0
82Z-01352,male,control,25.9,12.9,normal,206.803,756.0
82Z-01353,male,control,26.2,12.8,normal,245.89333,728.0
82Z-01354,female,control,23.6,13.2,normal,210.53967,801.0
82Z-01498,male,control,29.1,15.9,normal,196.31233,781.0
82Z-01499,male,control,29.3,13.8,normal,263.42667,794.0
82Z-01500,female,control,22.2,14.0,normal,221.31833,788.0
82Z-01501,female,control,23.2,14.5,normal,224.049,769.0
82Z-01502,female,control,23.3,13.7,normal,209.24634,672.0
82Z-01577,male,control,29.5,14.8,left eye abnormal,191.71333,777.0
82Z-01578,male,control,28.5,14.6,normal,191.13834,774.0
82Z-01644,male,control,30.1,14.8,normal,187.83333,815.0
82Z-01646,female,control,19.8,13.4,normal,217.15067,769.0
82Z-01647,female,control,23.8,13.5,normal,229.941,757.0
82Z-01648,female,control,24.3,13.5,normal,229.941,781.0
82Z-01797,male,control,26.5,13.8,normal,241.726,772.0
82Z-01799,male,control,27.6,13.2,normal,196.31233,756.0
82Z-01800,female,control,22.8,14.4,normal,237.70166,791.0
82Z-01801,female,control,22.7,13.7,normal,238.564,776.0
82Z-01802,female,control,26.3,14.1,normal,229.079,751.0
82Z-01827,male,control,29.9,13.6,normal,259.25833,764.0
82Z-01828,male,control,26.4,14.7,normal,301.36667,733.0
82Z-01829,male,control,28.1,14.6,normal,272.48035,705.0
82Z-01875,female,control,21.3,13.4,normal,186.10867,741.0
82Z-01881,female,control,25.8,13.5,normal,241.72566,704.0
82Z-01919,male,control,29.4,14.1,normal,231.522,690.0
82Z-01920,male,control,26.8,14.6,normal,199.04266,781.0
82Z-01921,male,control,29.0,13.8,normal,209.534,777.0
82Z-01922,female,control,22.6,14.7,normal,235.546,787.0
82Z-01964,female,control,22.1,14.7,normal,223.76134,836.0
82Z-02020,male,control,25.7,13.4,normal,226.92334,806.0
82Z-02042,male,control,23.6,14.1,right eye abnormal,178.348,777.0
82Z-02043,male,control,27.7,14.4,normal,236.983,778.0
82Z-02044,male,control,27.0,14.0,normal,218.30034,773.0
82Z-02045,female,control,20.7,13.3,left eye abnormal,207.66566,788.0
82Z-02046,female,control,22.1,13.3,normal,249.77333,779.0
82Z-02055,female,control,20.4,13.6,left eye abnormal,225.91733,807.0
82Z-02056,female,control,22.1,13.6,both eyes abnormal,188.12033,779.0
82Z-02057,female,control,20.4,13.3,right eye abnormal,193.58167,816.0
82Z-02075,male,control,29.7,14.0,normal,241.582,771.0
82Z-02135,female,control,23.7,13.7,normal,203.49767,766.0
82Z-02154,male,control,29.5,14.0,left eye abnormal,223.043,795.0
82Z-02155,male,control,29.7,13.3,normal,270.46832,751.0
82Z-02156,male,control,25.3,14.0,normal,147.737,684.0
82Z-02157,female,control,22.3,13.5,normal,200.336,720.0
82Z-02158,female,control,21.8,13.6,normal,229.65367,824.0
82Z-02247,female,control,22.7,12.8,normal,226.061,778.0
82Z-02263,female,control,21.1,13.0,normal,220.74333,820.0
82Z-02264,female,control,20.8,13.1,normal,220.74367,729.0
82Z-02265,female,control,22.5,15.1,normal,211.25833,792.0
82Z-02274,male,control,24.9,11.1,left eye abnormal,214.13266,764.0
82Z-02275,male,control,25.2,13.2,normal,276.50467,729.0
82Z-02276,male,control,25.5,13.0,normal,241.726,734.0
82Z-02277,male,control,24.4,13.1,normal,220.74333,762.0
82Z-02278,male,control,23.9,12.8,normal,247.187,744.0
82Z-02279,female,control,20.8,12.8,left eye abnormal,246.32466,758.0
82Z-02345,male,control,27.8,14.7,normal,233.67767,789.0
82Z-02346,female,control,24.7,14.1,normal,223.18666,736.0
82Z-02347,female,control,22.7,13.6,normal,239.139,791.0
82Z-02348,female,control,22.3,12.8,normal,268.6,735.0
82Z-02349,female,control,23.2,12.6,normal,284.55234,743.0
82Z-02523,female,control,23.1,13.2,right eye abnormal,216.86333,768.0
82Z-02524,female,control,24.0,13.2,normal,246.32466,774.0
82Z-02551,male,control,27.2,13.7,normal,194.73134,772.0
82Z-02552,female,control,21.4,14.1,right eye abnormal,196.456,695.0
82Z-02553,female,control,23.2,13.7,normal,200.48,713.0
82Z-02554,female,control,23.0,14.2,normal,166.276,773.0
82Z-02571,male,control,30.5,13.2,normal,213.55766,769.0
82Z-02572,male,control,26.6,13.3,normal,171.44966,789.0
82Z-02574,male,control,24.6,14.2,normal,194.875,726.0
82Z-02575,female,control,23.6,14.0,normal,176.47966,731.0
82Z-02576,female,control,22.6,14.7,normal,138.39566,737.0
82Z-02577,male,control,26.5,13.0,normal,211.68967,758.0
82Z-02579,male,control,26.8,12.9,both eyes abnormal,180.791,715.0
82Z-02601,female,control,23.2,13.3,normal,207.80933,768.0
82Z-02602,female,control,25.1,13.4,right eye abnormal,228.36034,772.0
82Z-02603,female,control,25.8,14.3,normal,257.82166,767.0
82Z-02604,female,control,24.8,12.8,right eye abnormal,249.48633,749.0
82Z-02654,male,control,26.9,13.8,normal,269.031,747.0
82Z-02655,male,control,27.1,12.9,normal,225.055,733.0
82Z-02656,female,control,22.3,13.8,normal,239.71367,798.0
82Z-02657,female,control,22.5,13.4,normal,222.468,765.0
82Z-02663,female,control,23.6,13.8,normal,218.87534,722.0
82Z-02664,female,control,24.0,14.1,normal,245.606,762.0
82Z-02672,female,control,24.0,14.5,normal,170.01266,736.0
82Z-02677,female,control,22.7,12.8,normal,187.402,782.0
82Z-02678,female,control,23.6,13.7,normal,188.69533,792.0
82Z-02683,female,control,24.3,13.5,normal,164.98267,694.0
82Z-02684,female,control,21.3,13.5,both eyes abnormal,178.92267,735.0
82Z-02892,male,control,28.5,13.1,normal,230.372,776.0
82Z-02896,female,control,23.4,12.9,normal,202.92334,788.0
82Z-02897,female,control,23.7,13.5,normal,228.21634,769.0
82Z-03023,male,control,30.7,13.6,normal,258.82767,745.0
82Z-03024,male,control,30.0,13.6,normal,190.42,765.0
82Z-03025,female,control,23.9,14.0,normal,197.17467,803.0
82Z-03026,female,control,24.5,13.5,normal,164.69533,765.0
82Z-03090,male,control,27.7,13.7,normal,214.42033,709.0
82Z-03091,male,control,29.4,13.7,normal,217.15067,788.0
82Z-03092,male,control,31.6,14.3,normal,256.24066,737.0
82Z-03093,female,control,24.8,13.3,normal,183.378,775.0
82Z-03094,female,control,25.0,12.5,normal,232.38434,758.0
82Z-03112,male,control,27.9,13.0,normal,209.67734,756.0
82Z-03115,male,control,28.3,14.2,normal,272.33667,748.0
82Z-03116,male,control,24.9,14.0,normal,270.46832,759.0
82Z-03117,female,control,22.7,13.0,left eye abnormal,222.03667,766.0
82Z-03118,female,control,21.4,14.0,normal,227.21066,768.0
82Z-03119,female,control,21.7,13.7,normal,239.57,761.0
82Z-03120,female,control,21.2,13.1,normal,217.58167,770.0
82Z-03121,female,control,22.9,14.4,normal,222.89934,768.0
82Z-03122,male,control,29.4,13.4,normal,258.54,793.0
82Z-03123,male,control,30.3,14.3,normal,257.96533,810.0
82Z-03135,male,control,28.4,13.3,normal,263.28265,825.0
82Z-03136,male,control,27.1,13.2,normal,228.217,804.0
82Z-03137,male,control,26.4,13.3,normal,173.318,766.0
82Z-03138,female,control,21.0,13.8,normal,217.15067,753.0
82Z-03139,female,control,22.1,12.8,left eye abnormal,177.19833,756.0
82Z-03140,female,control,20.8,14.3,normal,233.82167,758.0
82Z-03142,female,control,22.3,13.6,normal,230.08467,773.0
82Z-03199,male,control,31.8,11.7,normal,316.888,699.0
82Z-03259,male,control,31.6,13.3,normal,260.696,780.0
82Z-03260,male,control,29.8,14.1,normal,252.648,758.0
82Z-03261,male,control,32.4,14.1,normal,231.953,783.0
82Z-03344,female,control,21.4,14.2,normal,207.953,808.0
82Z-03345,female,control,21.6,14.0,normal,192.71933,678.0
82Z-03346,female,control,21.2,12.9,normal,180.504,801.0
82Z-03351,male,control,29.5,14.0,left eye abnormal,246.181,768.0
82Z-03352,female,control,23.6,13.3,left eye abnormal,184.52766,727.0
82Z-03353,female,control,23.9,12.9,normal,187.546,701.0
82Z-03354,female,control,24.6,13.1,normal,198.324,780.0
82Z-03355,female,control,20.7,13.6,normal,167.282,718.0
82Z-03356,male,control,29.3,14.2,normal,218.30034,732.0
82Z-03357,male,control,30.9,14.9,normal,210.68333,758.0
82Z-03439,male,control,24.9,13.9,normal,243.16267,802.0
82Z-03440,male,control,24.7,16.2,normal,165.845,729.0
82Z-03441,female,control,21.2,11.4,normal,210.68367,753.0
82Z-03442,female,control,22.5,10.5,normal,212.26433,794.0
82Z-03444,female,control,20.5,12.3,normal,188.408,792.0
82Z-03445,male,control,27.3,16.5,normal,263.13867,727.0
82Z-03446,male,control,29.6,14.4,normal,275.78568,707.0
82Z-03447,male,control,27.9,12.5,normal,227.78534,757.0
82Z-03448,male,control,29.3,14.5,normal,185.38966,781.0
82Z-03449,male,control,28.6,12.6,normal,266.87567,764.0
82Z-03450,female,control,22.8,14.8,normal,229.22267,783.0
82Z-03451,female,control,23.1,14.0,normal,202.63533,758.0
82Z-03452,female,control,23.7,14.5,normal,209.965,786.0
82Z-03496,male,control,27.9,14.5,normal,233.965,640.0
82Z-03497,male,control,28.7,14.4,normal,225.34233,728.0
82Z-03498,male,control,30.5,13.6,normal,230.37233,777.0
82Z-03499,female,control,23.6,14.1,normal,221.462,773.0
82Z-03501,female,control,24.3,14.5,normal,190.851,808.0
82Z-03539,male,control,26.5,12.5,normal,246.61166,674.0
82Z-03540,male,control,28.8,13.7,normal,301.798,749.0
